"";"time1R";"time2R";"time1ACS";"time2ACS";"time1KD";"time2KD";"time1KAST";"time2KAST";"time1ADR";"time2ADR";"ganhador"
"68";1,11166666666667;1,052;223,233333333333;213,68;1,185;1,112;73,6666666666667;71,8;142,933333333333;137,02;0
"69";1,052;1,054;213,68;215,22;1,112;1,122;71,8;73;137,02;137,8;1
"70";1,064;1,02166666666667;216,82;205,85;1,082;1,01166666666667;72,2;70,6666666666667;138,94;135,733333333333;1
"71";0,94;0,984;199,75;212,66;0,9275;1,056;68,5;69,4;129,475;136,66;0
"72";1,022;1,038;200,04;222,06;1,028;1,092;71,6;70,4;130,1;141,8;1
"73";0,97;0,986;197,06;203,18;0,964;0,984;68,8;70,8;128,46;130,32;1
"74";1,02166666666667;0,94;205,85;199,75;1,01166666666667;0,9275;70,6666666666667;68,5;135,733333333333;129,475;1
"75";1,038;0,986;222,06;203,18;1,092;0,984;70,4;70,8;141,8;130,32;0
"76";1,064;0,984;216,82;212,66;1,082;1,056;72,2;69,4;138,94;136,66;1
"77";1,022;0,97;200,04;197,06;1,028;0,964;71,6;68,8;130,1;128,46;0
"78";1,022;1,02166666666667;200,04;205,85;1,028;1,01166666666667;71,6;70,6666666666667;130,1;135,733333333333;0
"79";0,984;0,986;212,66;203,18;1,056;0,984;69,4;70,8;136,66;130,32;0
"80";1,064;0,97;216,82;197,06;1,082;0,964;72,2;68,8;138,94;128,46;1
"81";1,02166666666667;0,986;205,85;203,18;1,01166666666667;0,984;70,6666666666667;70,8;135,733333333333;130,32;1
"82";1,064;1,02166666666667;216,82;205,85;1,082;1,01166666666667;72,2;70,6666666666667;138,94;135,733333333333;1
"83";0,97;1,02166666666667;197,06;205,85;0,964;1,01166666666667;68,8;70,6666666666667;128,46;135,733333333333;0
"84";1,082;0,928;213,02;186,04;1,116;0,916;73;70,2;137,36;121,84;1
"85";0,952;0,996;194,54;200,44;0,936;0,978;69,2;71,2;129,92;131,18;0
"86";0,932;0,77;194,26;166,28;0,918;0,76;69,2;64,4;128,22;112,42;1
"87";0,97;0,94;199,9;194,3;0,964;0,934;69,8;67,4;131,06;125,74;1
"88";0,928;0,952;186,04;194,54;0,916;0,936;70,2;69,2;121,84;129,92;1
"89";0,77;0,94;166,28;194,3;0,76;0,934;64,4;67,4;112,42;125,74;0
"90";1,082;0,996;213,02;200,44;1,116;0,978;73;71,2;137,36;131,18;1
"91";0,932;0,97;194,26;199,9;0,918;0,964;69,2;69,8;128,22;131,06;1
"92";0,97;0,928;199,9;186,04;0,964;0,916;69,8;70,2;131,06;121,84;0
"93";0,996;0,94;0,996;194,3;0,996;0,934;0,996;67,4;0,996;125,74;1
"94";1,082;0,932;213,02;194,26;1,116;0,918;73;69,2;137,36;128,22;1
"95";0,928;0,996;186,04;200,44;0,916;0,978;70,2;71,2;121,84;131,18;0
"96";1,082;0,996;213,02;200,44;1,116;0,978;73;71,2;137,36;131,18;1
"97";0,932;0,996;194,26;200,44;0,918;0,978;69,2;71,2;128,22;131,18;0
"98";1,016;1,04333333333333;205,18;221,35;1,044;1,05333333333333;72,2;70,8333333333333;130,84;142,533333333333;1
"99";1,052;0,94;211,88;212,025;1,092;0,9625;73;68,25;137,3;138,55;0
"100";0,91;1,042;187,52;210,54;0,898;1,048;68,4;73,2;120,28;135,78;0
"101";0,9825;1,005;212,15;206,55;1,0075;1,01166666666667;68,75;70,8333333333333;133,825;134,483333333333;0
"102";1,016;0,94;205,18;212,025;1,044;0,9625;72,2;68,25;130,84;138,55;1
"103";1,042;1,005;210,54;206,55;1,048;1,01166666666667;73,2;70,8333333333333;135,78;134,483333333333;1
"104";1,016;1,042;205,18;210,54;1,044;1,048;72,2;73,2;130,84;135,78;0
"105";0,94;1,005;212,025;206,55;0,9625;1,01166666666667;68,25;70,8333333333333;138,55;134,483333333333;0
"106";0,942;0,878;199;189,6;0,934;0,858;68,6;66,8;128,2;124,66;0
"107";0,966;0,898;193;187,06;0,934;0,864;69,2;68,4;125,3;124,1;1
"108";0,956;1,042;207,96;210,54;0,964;1,048;69;73,2;136,14;135,78;0
"109";0,915;0,916666666666667;193,35;196,416666666667;0,915;0,906666666666667;66,5;67,5;126,333333333333;129,983333333333;0
"110";1,062;0,948;216,98;199,68;1,102;0,934;72,6;68,6;137;128,62;1
"111";1,034;0,85;209,38;186,78;1,05;0,832;71,4;66;135,36;123,56;1
"112";1,004;0,998;200,94;205,62;1,012;0,992;70,2;70;129,44;133,28;0
"113";0,954;0,996;202,96;201,46;0,964;0,992;69,4;70,2;133,52;129,72;1
"114";1,008;0,984;207,24;197,34;1,012;0,96;71,2;70,2;134,3;129,56;0
"115";1,054;0,96;210,16;187,1;1,046;0,932;72,2;70,4;137,26;123,86;1
"116";1,028;0,968;209,72;197,54;1,06;0,958;71,6;70,2;136,78;129,84;1
"117";0,992;0,906;202,48;195,02;0,98;0,89;69,8;66,6;131,12;127,7;1
"118";0,962;1,034;198,3;214,58;0,966;1,064;68,2;70,2;129,76;137,7;0
"119";0,968;0,838;197,54;181,28;0,958;0,794;70,2;64,8;129,84;119,12;1
"120";0,858;1,038;193,28;225,4;0,852;1,076;65,4;70;128,76;145,06;0
"121";0,906;1,084;193,78;232,42;0,892;1,134;66,2;71,8;127,44;150,16;0
"122";0,926;0,958;191,28;198,36;0,9;0,962;67,2;68,4;125,5;128,74;0
"123";1,05;0,942;215,54;199;1,084;0,934;71,6;68,6;138,12;128,2;1
"124";1,064;1,098;218,76;214,58;1,12;1,172;72,4;74,6;140,16;136,4;0
"125";1,134;1,074;222,86;208,62;1,202;1,092;74,6;73;143,1;132,38;1
"126";1,052;1,036;213,68;209,56;1,112;1,058;71,8;71,6;137,02;134,9;0
"127";1,07;1,068;213,72;213,36;1,09;1,086;72,8;73,2;138,36;137,84;0
"128";1,074;1,064;208,62;218,76;1,092;1,12;73;72,4;132,38;140,16;0
"129";1,07;1,052;213,72;213,68;1,09;1,112;72,8;71,8;138,36;137,02;1
"130";1,134;1,098;222,86;214,58;1,202;1,172;74,6;74,6;143,1;136,4;1
"131";1,068;1,036;213,36;209,56;1,086;1,058;73,2;71,6;137,84;134,9;0
"132";1,064;1,068;218,76;213,36;1,12;1,086;72,4;73,2;140,16;137,84;1
"133";1,07;1,098;213,72;214,58;1,09;1,172;72,8;74,6;138,36;136,4;0
"134";1,036;1,134;209,56;222,86;1,058;1,202;71,6;74,6;134,9;143,1;0
"135";1,098;1,064;214,58;218,76;1,172;1,12;74,6;72,4;136,4;140,16;1
"136";1,036;1,134;209,56;222,86;1,058;1,202;71,6;74,6;134,9;143,1;0
"137";1,098;1,036;214,58;209,56;1,172;1,058;74,6;71,6;136,4;134,9;0
"138";1,136;1,06;221,22;208,94;1,168;1,07;75,6;73;145,08;135,32;0
"139";0,984;1,09;200,96;214,86;0,98;1,138;71,2;74,2;129,7;141,2;0
"140";0,962;1,098;203,68;227,38;0,96;1,156;69,4;72,2;133,3;147,88;1
"141";1,082;0,798;213,02;175,82;1,116;0,748;73;63,4;137,36;117,1;1
"142";0,984;1,136;200,96;221,22;0,98;1,168;71,2;75,6;129,7;145,08;1
"143";0,798;1,098;175,82;227,38;0,748;1,156;63,4;72,2;117,1;147,88;0
"144";1,09;1,06;214,86;208,94;1,138;1,07;74,2;73;141,2;135,32;1
"145";1,082;0,962;213,02;203,68;1,116;0,96;73;69,4;137,36;133,3;1
"146";0,984;0,962;200,96;203,68;0,98;0,96;71,2;69,4;129,7;133,3;0
"147";1,098;1,06;227,38;208,94;1,156;1,07;72,2;73;147,88;135,32;0
"148";1,082;1,09;213,02;214,86;1,116;1,138;73;74,2;137,36;141,2;0
"149";1,06;0,962;208,94;203,68;1,07;0,96;73;69,4;135,32;133,3;0
"150";0,962;1,09;203,68;214,86;0,96;1,138;69,4;74,2;133,3;141,2;0
"151";0,962;1,082;203,68;213,02;0,96;1,116;69,4;73;133,3;137,36;1
"152";0,886;0,992;190,54;210,64;0,876;1,022;66,4;70,8;123,18;133,64;1
"153";1,032;0,966666666666667;210,46;212,083333333333;1,072;0,986666666666667;71,8;68,3333333333333;133,48;136,9;1
"154";0,976;1,032;194,94;213,12;0,944;1,078;70,8;72,2;126,2;135,54;0
"155";1,028;1,028;214,58;219,36;1,05;1,094;71;71,4;138,38;140,3;0
"156";0,966666666666667;0,992;212,083333333333;210,64;0,986666666666667;1,022;68,3333333333333;70,8;136,9;133,64;0
"157";1,028;0,976;214,58;194,94;1,05;0,944;71;70,8;138,38;126,2;0
"158";1,032;0,886;210,46;190,54;1,072;0,876;71,8;66,4;133,48;123,18;1
"159";1,028;1,032;219,36;213,12;1,094;1,078;71,4;72,2;140,3;135,54;0
"160";0,992;1,028;210,64;219,36;1,022;1,094;70,8;71,4;133,64;140,3;0
"161";0,976;0,886;194,94;190,54;0,944;0,876;70,8;66,4;126,2;123,18;1
"162";1,032;1,032;213,12;210,46;1,078;1,072;72,2;71,8;135,54;133,48;1
"163";0,976;1,028;194,94;219,36;0,944;1,094;70,8;71,4;126,2;140,3;1
"164";0,976;1,032;194,94;210,46;0,944;1,072;70,8;71,8;126,2;133,48;0
"165";1,046;1,028;212,48;210,86;1,056;1,054;71,8;72;133,98;136,8;0
"166";1,062;1,03;214,14;204,74;1,058;1,01;72,8;71,6;136,28;133,76;1
"167";0,988;1,022;206,92;205,44;0,992;1,026;69,8;71,6;134,7;132,04;0
"168";1,056;1,044;212,62;207,66;1,052;1,066;72,4;72,4;137,46;132,92;1
"169";1,03;1,046;204,74;212,48;1,01;1,056;71,6;71,8;133,76;133,98;0
"170";1,044;0,988;207,66;206,92;1,066;0,992;72,4;69,8;132,92;134,7;1
"171";1,062;1,028;214,14;210,86;1,058;1,054;72,8;72;136,28;136,8;0
"172";1,056;1,022;212,62;205,44;1,052;1,026;72,4;71,6;137,46;132,04;0
"173";1,046;1,056;212,48;212,62;1,056;1,052;71,8;72,4;133,98;137,46;0
"174";1,044;1,062;207,66;214,14;1,066;1,058;72,4;72,8;132,92;136,28;0
"175";1,022;1,028;205,44;210,86;1,026;1,054;71,6;72;132,04;136,8;0
"176";1,062;1,056;214,14;212,62;1,058;1,052;72,8;72,4;136,28;137,46;0
"177";1,056;1,028;212,62;210,86;1,052;1,054;72,4;72;137,46;136,8;1
"178";1,056;1,022;212,62;205,44;1,052;1,026;72,4;71,6;137,46;132,04;1
"179";1,048;1,054;205,58;215,22;1,048;1,122;72;73;134,82;137,8;1
"180";1,098;1,11166666666667;214,58;223,233333333333;1,172;1,185;74,6;73,6666666666667;136,4;142,933333333333;0
"181";1,002;1,052;199,54;213,68;1,016;1,112;71,8;71,8;131,78;137,02;0
"182";1,0275;1,094;202,25;221,76;1,03;1,104;72,75;73,6;132,1;143,5;1
"183";1,098;1,054;214,58;215,22;1,172;1,122;74,6;73;136,4;137,8;0
"184";1,094;1,002;221,76;199,54;1,104;1,016;73,6;71,8;143,5;131,78;1
"185";1,11166666666667;1,048;223,233333333333;205,58;1,185;1,048;73,6666666666667;72;142,933333333333;134,82;1
"186";1,0275;1,052;202,25;213,68;1,03;1,112;72,75;71,8;132,1;137,02;0
"187";1,054;1,0275;215,22;202,25;1,122;1,03;73;72,75;137,8;132,1;1
"188";1,094;1,048;221,76;205,58;1,104;1,048;73,6;72;143,5;134,82;0
"189";1,052;1,11166666666667;213,68;223,233333333333;1,112;1,185;71,8;73,6666666666667;137,02;142,933333333333;0
"190";1,048;1,054;205,58;215,22;1,048;1,122;72;73;134,82;137,8;0
"191";1,052;1,11166666666667;213,68;223,233333333333;1,112;1,185;71,8;73,6666666666667;137,02;142,933333333333;1
"192";1,054;1,052;215,22;213,68;1,122;1,112;73;71,8;137,8;137,02;0
"193";1,02166666666667;1,064;205,85;216,82;1,01166666666667;1,082;70,6666666666667;72,2;135,733333333333;138,94;0
"194";0,984;0,94;212,66;199,75;1,056;0,9275;69,4;68,5;136,66;129,475;1
"195";1,038;1,022;222,06;200,04;1,092;1,028;70,4;71,6;141,8;130,1;0
"196";0,986;0,97;203,18;197,06;0,984;0,964;70,8;68,8;130,32;128,46;0
"197";0,94;1,02166666666667;199,75;205,85;0,9275;1,01166666666667;68,5;70,6666666666667;129,475;135,733333333333;0
"198";0,986;1,038;203,18;222,06;0,984;1,092;70,8;70,4;130,32;141,8;1
"199";0,984;1,064;212,66;216,82;1,056;1,082;69,4;72,2;136,66;138,94;0
"200";0,97;1,022;197,06;200,04;0,964;1,028;68,8;71,6;128,46;130,1;1
"201";1,02166666666667;1,022;205,85;200,04;1,01166666666667;1,028;70,6666666666667;71,6;135,733333333333;130,1;1
"202";0,986;0,984;203,18;212,66;0,984;1,056;70,8;69,4;130,32;136,66;1
"203";0,97;1,064;197,06;216,82;0,964;1,082;68,8;72,2;128,46;138,94;0
"204";0,986;1,02166666666667;203,18;205,85;0,984;1,01166666666667;70,8;70,6666666666667;130,32;135,733333333333;0
"205";1,02166666666667;1,064;205,85;216,82;1,01166666666667;1,082;70,6666666666667;72,2;135,733333333333;138,94;0
"206";1,02166666666667;0,97;205,85;197,06;1,01166666666667;0,964;70,6666666666667;68,8;135,733333333333;128,46;1
"207";0,928;1,082;186,04;213,02;0,916;1,116;70,2;73;121,84;137,36;0
"208";0,996;0,952;200,44;194,54;0,978;0,936;71,2;69,2;131,18;129,92;1
"209";0,77;0,932;166,28;194,26;0,76;0,918;64,4;69,2;112,42;128,22;0
"210";0,94;0,97;194,3;199,9;0,934;0,964;67,4;69,8;125,74;131,06;0
"211";0,952;0,928;194,54;186,04;0,936;0,916;69,2;70,2;129,92;121,84;0
"212";0,94;0,77;194,3;166,28;0,934;0,76;67,4;64,4;125,74;112,42;1
"213";0,996;1,082;200,44;213,02;0,978;1,116;71,2;73;131,18;137,36;0
"214";0,97;0,932;199,9;194,26;0,964;0,918;69,8;69,2;131,06;128,22;0
"215";0,928;0,97;186,04;199,9;0,916;0,964;70,2;69,8;121,84;131,06;1
"216";0,94;0,996;194,3;0,996;0,934;0,996;67,4;0,996;125,74;0,996;0
"217";0,932;1,082;194,26;213,02;0,918;1,116;69,2;73;128,22;137,36;0
"218";0,996;0,928;200,44;186,04;0,978;0,916;71,2;70,2;131,18;121,84;1
"219";0,996;1,082;200,44;213,02;0,978;1,116;71,2;73;131,18;137,36;0
"220";0,996;0,932;200,44;194,26;0,978;0,918;71,2;69,2;131,18;128,22;1
"221";1,04333333333333;1,016;221,35;205,18;1,05333333333333;1,044;70,8333333333333;72,2;142,533333333333;130,84;0
"222";0,94;1,052;212,025;211,88;0,9625;1,092;68,25;73;138,55;137,3;1
"223";1,042;0,91;210,54;187,52;1,048;0,898;73,2;68,4;135,78;120,28;1
"224";1,005;0,9825;206,55;212,15;1,01166666666667;1,0075;70,8333333333333;68,75;134,483333333333;133,825;1
"225";0,94;1,016;212,025;205,18;0,9625;1,044;68,25;72,2;138,55;130,84;0
"226";1,005;1,042;206,55;210,54;1,01166666666667;1,048;70,8333333333333;73,2;134,483333333333;135,78;0
"227";1,042;1,016;210,54;205,18;1,048;1,044;73,2;72,2;135,78;130,84;1
"228";1,005;0,94;206,55;212,025;1,01166666666667;0,9625;70,8333333333333;68,25;134,483333333333;138,55;1
"229";0,878;0,942;189,6;199;0,858;0,934;66,8;68,6;124,66;128,2;1
"230";0,898;0,966;187,06;193;0,864;0,934;68,4;69,2;124,1;125,3;0
"231";1,042;0,956;210,54;207,96;1,048;0,964;73,2;69;135,78;136,14;1
"232";0,916666666666667;0,915;196,416666666667;193,35;0,906666666666667;0,915;67,5;66,5;129,983333333333;126,333333333333;1
"233";0,948;1,062;199,68;216,98;0,934;1,102;68,6;72,6;128,62;137;0
"234";0,85;1,034;186,78;209,38;0,832;1,05;66;71,4;123,56;135,36;0
"235";0,998;1,004;205,62;200,94;0,992;1,012;70;70,2;133,28;129,44;1
"236";0,996;0,954;201,46;202,96;0,992;0,964;70,2;69,4;129,72;133,52;0
"237";0,984;1,008;197,34;207,24;0,96;1,012;70,2;71,2;129,56;134,3;1
"238";0,96;1,054;187,1;210,16;0,932;1,046;70,4;72,2;123,86;137,26;0
"239";0,968;1,028;197,54;209,72;0,958;1,06;70,2;71,6;129,84;136,78;0
"240";0,906;0,992;195,02;202,48;0,89;0,98;66,6;69,8;127,7;131,12;0
"241";1,034;0,962;214,58;198,3;1,064;0,966;70,2;68,2;137,7;129,76;1
"242";0,838;0,968;181,28;197,54;0,794;0,958;64,8;70,2;119,12;129,84;0
"243";1,038;0,858;225,4;193,28;1,076;0,852;70;65,4;145,06;128,76;1
"244";1,084;0,906;232,42;193,78;1,134;0,892;71,8;66,2;150,16;127,44;1
"245";0,958;0,926;198,36;191,28;0,962;0,9;68,4;67,2;128,74;125,5;1
"246";0,942;1,05;199;215,54;0,934;1,084;68,6;71,6;128,2;138,12;0
